Provider CCN,Hospital Name,Fiscal Year Begin Date,Fiscal Year End Date,Number of Beds
282003,MADONNA REHAB OMAHA LTC HOSPITAL,2023-07-01,2024-06-30,32
291302,WILLIAM BEE RIRIE HOSPITAL,2023-07-01,2024-06-30,25
310014,COOPER UNIVERSITY HOSPITAL,2023-01-01,2023-12-31,578
351314,JACOBSON MEMORIAL HOSPITAL,2023-07-01,2024-06-30,25
371319,COAL COUNTY GENERAL HOSPITAL,2023-07-01,2024-06-30,20
371327,OKEENE MUNICIPAL HOSPITAL,2023-07-01,2024-06-30,17
371340,MEMORIAL HOSPITAL OF TEXAS COUNTY,2023-07-01,2024-06-30,6
390032,ALLE-KISKI MEDICAL CENTER,2023-07-01,2024-06-30,133
390138,WAYNESBORO HOSPITAL,2023-07-01,2024-06-30,57
390145,WESTMORELAND REGIONAL  HOSPITAL,2023-07-01,2024-06-30,283
390335,ST LUKES HOSPITAL-CARBON CAMPUS,2023-07-01,2024-06-30,52
390337,GEISINGER MEDICAL CENTER MUNCY,2023-07-01,2024-06-30,20
393035,GOOD SHEPHERD REHABILITATION HOSPITA,2023-07-01,2024-06-30,96
394023,BELMONT BEHAVIORAL HEALTHCARE,2023-07-01,2024-06-30,252
400015,SAN JUAN MUNICIPAL HOSPITAL,2023-07-01,2024-06-30,145
431320,MONUMENT HEALTH LEAD-DEADWOOD HOSPIT,2023-07-01,2024-06-30,18
450539,COVENANT HOSPITAL PLAINVIEW,2023-07-01,2024-06-30,49
450641,NOCONA GENERAL HOSPITAL,2023-07-01,2024-06-30,18
450809,NORTH AUSTIN MEDICAL CENTER,2023-07-01,2024-06-30,459
451322,GRIMES ST. JOSEPH HEALTH CENTER,2023-07-01,2024-06-30,15
451335,MUENSTER MEMORIAL HOSPITAL,2023-07-01,2024-06-30,18
460060,LONE PEAK HOSPITAL,2023-07-01,2024-06-30,61
521310,ST CLARE MEMORIAL HOSPITAL  INC,2023-07-01,2024-06-30,23
530034,SUMMIT MEDICAL CENTER  LLC,2023-07-01,2024-06-30,16
531315,SOUTH LINCOLN HOSPITAL DISTRICT,2023-07-01,2024-06-30,14
670082,BAYLOR S&W MEDICAL CENTER - MCKINNEY,2023-07-01,2024-06-30,192
10039,HUNTSVILLE HOSPITAL,2023-07-01,2024-06-30,904
21304,PETERSBURG MEDICAL CENTER,2023-07-01,2024-06-30,12
34037,TALAS HARBOR AT BULLHEAD CITY,2023-07-01,2024-06-30,24
50778,LOMA LINDA UNIVERSITY CHILDRENS HOSP,2023-07-01,2024-06-30,364
51308,SURPRISE VALLEY HEALTH CARE DISTRICT,2023-07-01,2024-06-30,4
51309,JEROLD PHELPS COMMUNITY HOSPITAL,2023-07-01,2024-06-30,9
51312,MOUNTAINS COMMUNITY HOSPITAL,2023-07-01,2024-06-30,17
51326,PLUMAS DISTRICT HOSPITAL CAH,2023-07-01,2024-06-30,14
51330,MODOC MEDICAL CENTER,2023-07-01,2024-06-30,8
51335,BEAR VALLEY COMMUNITY HOSPITAL,2023-07-01,2024-06-30,9
54089,JEWISH HOME FOR THE AGED,2023-07-01,2024-06-30,13
61344,ST. THOMAS MORE HOSPITAL,2023-07-01,2024-06-30,25
110006,ST MARYS HEALTH CARE SYSTEM  INC,2023-07-01,2024-06-30,161
110011,TANNER MEDICAL CENTER,2023-07-01,2024-06-30,196
110101,SOUTHWELL MEDICAL,2023-07-01,2024-06-30,8
110104,CRISP REGIONAL HOSPITAL  INC.,2023-07-01,2024-06-30,68
110109,EMANUEL MEDICAL CENTER,2023-07-01,2024-06-30,24
110124,WAYNE MEMORIAL HOSPITAL,2023-07-01,2024-06-30,88
110194,DONALSONVILLE HOSPITAL,2023-07-01,2024-06-30,41
111304,MORGAN MEDICAL CENTER,2023-07-01,2024-06-30,25
111320,HIGGINS GENERAL HOSPITAL,2023-07-01,2024-06-30,23
111327,BACON COUNTY HOSPITAL,2023-07-01,2024-06-30,25
111337,ELBERT MEMORIAL HOSPITAL,2023-07-01,2024-06-30,25
112007,KENNESTONE HOSPITAL AT WINDY HILL,2023-07-01,2024-06-30,55
113028,ROOSEVELT WARM SPRINGS REHAB HOSP,2023-07-01,2024-06-30,52
120005,HILO MEDICAL CENTER,2023-07-01,2024-06-30,194
121302,KOHALA HOSPITAL,2023-07-01,2024-06-30,25
121304,KAHUKU MEDICAL CENTER,2023-07-01,2024-06-30,21
140063,OAK PARK HOSPITAL,2023-07-01,2024-06-30,185
141301,KIRBY HOSPITAL,2023-07-01,2024-06-30,16
141332,HILLSBORO AREA HOSPITAL,2023-07-01,2024-06-30,25
161333,STORY COUNTY HOSPITAL,2023-07-01,2024-06-30,17
161336,HEGG MEMORIAL HEALTH CENTER,2023-07-01,2024-06-30,25
161351,AVERA HOLY FAMILY HEALTH,2023-07-01,2024-06-30,22
170110,BOB WILSON MEMORIAL HOSPITAL,2023-07-01,2024-06-24,26
171315,NEMAHA VALLEY COMMUNITY HOSPITAL,2023-07-01,2024-06-30,24
210061,ATLANTIC GENERAL HOSPITAL,2023-07-01,2024-06-30,62
230081,MUNSON HEALTHCARE CADILLAC HOSPITAL,2023-07-01,2024-06-30,49
260110,SOUTHEASTHEALTH,2023-01-01,2023-12-31,232
261301,ELLETT MEMORIAL HOSPITAL,2023-06-01,2024-05-31,25
271341,NORTHEAST MONTANA HEALTH SERVICES,2023-07-01,2024-06-30,22
321311,GILA REGIONAL MEDICAL CENTER,2023-07-01,2024-06-30,25
354003,ND STATE HOSPITAL,2023-07-01,2024-06-30,81
370020,MERCY HOSPITAL ADA,2023-07-01,2024-06-30,108
390006,GEISINGER MEDICAL CENTER,2023-07-01,2024-06-30,546
390066,THE GOOD SAMARITAN HOSPITAL,2023-07-01,2024-06-30,149
392033,GOOD SHEPHERD SPECIALTY HOSPITAL,2023-07-01,2024-06-30,18
393303,THE CHILDRENS HOSPITAL OF PHILADELP,2023-07-01,2024-06-30,692
431306,PLATTE HEALTH CENTER  INC.,2023-07-01,2024-06-30,17
431312,MARSHALL COUNTY HEALTHCARE CENTER,2023-07-01,2024-06-30,20
431321,MONUMENT HEALTH STURGIS REGIONAL,2023-07-01,2024-06-30,25
431323,MONUMENT HEALTH CUSTER HOSPITAL,2023-07-01,2024-06-30,12
431330,AVERA ST. BENEDICT HEALTH CENTER,2023-07-01,2024-06-30,25
440002,JACKSON-MADISON COUNTY GENERAL HOSP,2023-07-01,2024-06-30,581
440011,BLOUNT MEMORIAL HOSPITAL,2023-07-01,2024-06-30,148
440017,HOLSTON VALLEY HOSP & MED CTR,2023-07-01,2024-06-30,290
440059,COOKEVILLE REGIONAL MEDICAL CENTER,2023-07-01,2024-06-30,204
440060,MILAN GENERAL HOSPITAL,2023-07-01,2024-06-30,47
440084,SWEETWATER HOSPITAL ASSOCIATION,2023-07-01,2024-06-30,55
440104,ERLANGER MEDICAL CENTER,2023-07-01,2024-06-30,662
441304,JOHNSON COUNTY COMMUNITY HOSPITAL,2023-07-01,2024-06-30,2
441306,ERLANGER BLEDSOE HOSPITAL,2023-07-01,2024-06-30,25
441316,CAMDEN GENERAL HOSPITAL,2023-07-01,2024-06-30,25
441320,BOLIVAR GENERAL HOSPITAL,2023-07-01,2024-06-30,25
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,2023-07-01,2024-06-30,40
450184,MEMORIAL HERMANN  HOSPITAL SYS,2023-07-01,2024-06-30,1410
520097,ST. MARYS HOSPITAL MEDICAL CENTER,2023-07-01,2024-06-30,83
531303,WESTON COUNTY HEALTH SERVICES,2023-07-01,2024-06-30,12
531308,JOHNSON COUNTY HEALTHCARE,2023-07-01,2024-06-30,20
531310,POWELL VALLEY HEALTH CARE,2023-07-01,2024-06-30,25
10006,NORTH ALABAMA MEDICAL CENTER,2023-07-01,2024-06-30,223
10035,CULLMAN REGIONAL,2023-07-01,2024-06-30,162
10104,GRANDVIEW MEDICAL CENTER,2023-07-01,2024-06-30,407
10131,CRESTWOOD MEDICAL CENTER,2023-07-01,2024-06-30,159
40039,ARKANSAS METHODIST MEDICAL CENTER,2023-07-01,2024-06-30,114
41305,MERCY HOSPITAL WALDRON,2023-07-01,2024-06-30,12
41320,LITTLE RIVER MEMORIAL,2023-07-01,2024-06-30,25
50174,SANTA ROSA MEMORIAL HOSPITAL,2023-07-01,2024-06-30,255
50334,SALINAS VALLEY MEMORIAL HOSPITAL,2023-07-01,2024-06-30,240
60124,ORTHOCOLORADO HOSPITAL,2023-07-01,2024-06-30,48
60131,UCHEALTH GREELEY HOSPITAL,2023-07-01,2024-06-30,88
60132,UCHEALTH HIGHLANDS RANCH HOSPITAL,2023-07-01,2024-06-30,139
61326,PIKES PEAK REGIONAL HOSPITAL,2023-07-01,2024-06-30,13
102028,SSH - THE VILLAGES,2023-07-01,2024-06-30,40
104040,CENTERSTONE OF FLORIDA  INC.,2023-07-01,2024-06-30,41
104067,ASPIRE HEALTH PARTNERS INC,2023-07-01,2024-06-30,90
104071,THE VINES HOSPITAL,2023-07-01,2024-06-30,98
141329,MORRISON COMMUNITY HOSPITAL,2023-07-01,2024-06-30,25
161346,SIOUX CENTER HEALTH,2023-07-01,2024-06-30,19
171348,NORTON COUNTY HOSPITAL,2023-07-01,2024-06-30,25
190007,NATCHITOCHES REGIONAL MEDICAL CENTER,2023-07-01,2024-06-30,81
190017,OPELOUSAS GENERAL HOSPITAL,2023-07-01,2024-06-30,151
190019,ST. FRANCES CABRINI HOSPITAL,2023-07-01,2024-06-30,266
193044,N. OAKS REHABILITATION HOSPITAL,2023-07-01,2024-06-30,27
201306,RUMFORD HOSPITAL,2023-07-01,2024-06-30,25
201310,BRIDGTON HOSPITAL,2023-07-01,2024-06-30,25
210005,FREDERICK MEMORIAL HOSPITAL,2023-07-01,2024-06-30,272
210065,HOLY CROSS GERMANTOWN HOSPITAL,2023-07-01,2024-06-30,78
224031,CAPE COD AND ISLANDS MENTAL HEALTH C,2023-07-01,2024-06-30,16
250168,UMMC-GRENADA,2023-07-01,2024-06-30,49
271300,NORTHEAST MONTANA HEALTHCARE-POPLAR,2023-07-01,2024-06-30,20
271311,BIG SANDY MEDICAL CENTER,2023-07-01,2024-06-30,8
271316,FRANCES MAHON DEACONESS HOSPITAL,2023-07-01,2024-06-30,25
282001,SSH - OMAHA  INC.,2023-07-01,2024-06-30,52
290007,UNIVERSITY MEDICAL CENTER,2023-07-01,2024-06-30,518
291300,MT. GRANT GENERAL HOSPITAL,2023-07-01,2024-06-30,11
291308,HUMBOLDT GENERAL HOSPITAL,2023-07-01,2024-06-30,25
291312,GROVER C DILS MEDICAL CENTER,2023-07-01,2024-06-30,4
314013,TRENTON PSYCHIATRIC HOSPITAL,2023-07-01,2024-06-30,400
320005,SAN JUAN REGIONAL MEDICAL CENTER,2023-07-01,2024-06-30,182
320030,ARTESIA GENERAL HOSPITAL,2023-07-01,2024-06-30,25
321305,NOR-LEA HOSPITAL,2023-07-01,2024-06-30,25
321308,CIBOLA GENERAL HOSPITAL,2023-07-01,2024-06-30,25
350070,INNOVIS HEALTH,2023-07-01,2024-06-30,142
351302,MCKENZIE COUNTY HEALTHCARE SYSTEM,2023-07-01,2024-06-30,24
370013,MERCY HOSPITAL OKC,2023-07-01,2024-06-30,344
370019,GREAT PLAINS REGIONAL MEDICAL CENTER,2023-07-01,2024-06-30,42
370025,SAINT FRANCIS HOSPITAL MUSKOGEE,2023-07-01,2024-06-30,236
370047,MERCY HOSPITAL ARDMORE,2023-07-01,2024-06-30,140
371304,MERCY HOSPITAL TISHOMINGO,2023-07-01,2024-06-30,25
371317,MERCY HOSPITAL LOGAN COUNTY,2023-07-01,2024-06-30,25
371325,CORDELL MEMORIAL HOSPITAL,2023-07-01,2024-06-30,14
371342,MCCURTAIN MEMORIAL HOSPITAL,2023-07-01,2024-06-30,25
390016,UPMC JAMESON,2023-07-01,2024-06-30,134
390050,ALLEGHENY GENERAL HOSPITAL,2023-07-01,2024-06-30,508
390104,UPMC KANE,2023-07-01,2024-06-30,18
390146,WARREN GENERAL HOSPITAL,2023-07-01,2024-06-30,85
390147,MONONGAHELA VALLEY HOSPITAL INC.,2023-07-01,2024-06-30,175
390325,OSS ORTHOPAEDIC HOSPITAL,2023-07-01,2024-06-30,30
391300,JERSEY SHORE HOSPITAL,2023-07-01,2024-06-30,25
391301,UPMC MUNCY,2023-07-01,2024-06-30,20
391303,FULTON COUNTY MEDICAL CENTER,2023-07-01,2024-06-30,21
391307,TYRONE HOSPITAL,2023-07-01,2024-06-30,25
391312,BROOKVILLE HOSPITAL,2023-07-01,2024-06-30,25
391313,CHARLES COLE MEMORIAL HOSPITAL,2023-07-01,2024-06-30,25
391314,TITUSVILLE AREA HOSPITAL,2023-07-01,2024-06-30,25
392044,SSH - PITTSBURGH / UPMC,2023-07-01,2024-06-30,67
394016,WARREN STATE HOSPITAL,2023-07-01,2024-06-30,152
420004,MEDICAL UNIVERSITY OF SOUTH CAROLINA,2023-07-01,2024-06-30,932
420026,MUSC HEALTH COLUMBIA MEDICAL CENTER,2023-07-01,2024-06-30,332
420117,MEDICAL UNIVERSITY HOSPITAL AUTHORIT,2023-07-01,2024-06-30,25
431315,WAGNER COMMUNITY MEMORIAL HOSPITAL,2023-07-01,2024-06-30,15
431324,AVERA WESKOTA MEMORIAL MEDICAL CENTE,2023-07-01,2024-06-30,16
431326,MILBANK AREA HOSPITAL/AVERA HEALTH,2023-07-01,2024-06-30,25
431331,AVERA DELLS AREA HOSPITAL,2023-07-01,2024-06-30,23
431332,DE SMET MEMORIAL HOSPITAL,2023-07-01,2024-06-30,6
431337,AVERA HAND COUNTY MEMORIAL HOSPITAL,2023-07-01,2024-06-30,25
431338,AVERA GREGORY HOSPITAL,2023-07-01,2024-06-30,13
440050,GREENEVILLE COMMUNITY HOSPITAL,2023-07-01,2024-06-30,70
440065,NORTHCREST MEDICAL CENTER,2023-07-01,2024-06-30,109
443025,SISKIN HOSPITAL FOR PHYSICAL REHABIL,2023-07-01,2024-06-30,96
443302,ST JUDE CHILDRENS RESEARCH HOSPITAL,2023-07-01,2024-06-30,
450040,COVENANT MEDICAL CENTER,2023-07-01,2024-06-30,452
450272,CHRISTUS SANTA ROSA - SAN MARCOS,2023-07-01,2024-06-30,105
450610,MEMORIAL HERMANN MEMORIAL CITY MEDIC,2023-07-01,2024-06-30,444
451316,MADISON ST. JOSEPH HEALTH CENTER,2023-07-01,2024-06-30,15
451319,CHRISTUS MFH - JACKSONVILLE,2023-07-01,2024-06-30,23
451386,MOORE COUNTY HOSP. DBA DUMAS MEM HOS,2023-07-01,2024-06-30,19
451399,BAYLOR COUNTY HOSPITAL DISTRICT,2023-04-06,2024-06-30,25
490009,UNIVERSITY OF VIRGINIA MEDICAL CENTE,2023-07-01,2024-06-30,657
490053,JOHNSTON MEMORIAL HOSPITAL,2023-07-01,2024-06-30,100
490084,VCU HEALTH TAPPAHANNOCK HOSPITAL,2023-07-01,2024-06-30,66
490120,CHESAPEAKE GENERAL HOSPITAL,2023-07-01,2024-06-30,302
510023,WEIRTON MEDICAL CENTER,2023-07-01,2024-06-30,127
510086,WELCH COMMUNITY HOSPITAL,2023-07-01,2024-06-30,49
511314,POCAHONTAS MEMORIAL HOSPITAL,2023-07-01,2024-06-30,25
520021,FROEDTERT SOUTH,2023-07-01,2024-06-30,151
531311,CROOK COUNTY MEDICAL SERVICES,2023-07-01,2024-06-30,16
531312,CODY REGIONAL HEALTH,2023-07-01,2024-06-30,25
531314,NIOBRARA HEALTH AND LIFE CENTER,2023-07-01,2024-06-30,24
670031,ST. LUKES PATIENTS MEDICAL CENTER,2023-07-01,2024-06-30,46
670783,ST LUKES HEALTH MEMORIAL SAN AUGUST,2023-06-20,2024-06-30,
41324,ST. VINCENT MORRILTON,2023-07-01,2024-06-30,25
50009,QUEEN OF THE VALLEY MEDICAL CENTER,2023-07-01,2024-06-30,139
50069,ST. JOSEPH HOSPITAL OF ORANGE,2023-07-01,2024-06-30,330
50084,ST. JOSEPHS MEDICAL CENTER,2023-07-01,2024-06-30,343
50128,TRI-CITY MEDICAL CENTER,2023-07-01,2024-06-30,263
50136,PETALUMA VALLEY HOSPITAL,2023-07-01,2024-06-30,59
50261,SIERRA VIEW MEDICAL CENTER,2023-07-01,2024-06-30,128
54124,HUMBOLDT COUNTY - SEMPREVIRENS,2023-07-01,2024-06-30,16
100137,ADVENTHEALTH HEART OF FLORIDA,2023-07-01,2024-06-30,202
110046,PIEDMONT WALTON HOSPITAL,2023-07-01,2024-06-30,76
111308,CLINCH MEMORIAL HOSPITAL,2023-07-01,2024-06-30,15
111329,ST MARYS GOOD SAMARITAN,2023-07-01,2024-06-30,25
140089,MCDONOUGH DISTRICT HOSPITAL,2023-07-01,2024-06-30,45
140145,ST. JOSEPHS HOSPITAL,2023-07-01,2024-06-30,46
140187,ST. ELIZABETH HOSPITAL,2023-07-01,2024-06-30,144
140228,SWEDISHAMERICAN HOSPITAL,2023-07-01,2024-06-30,323
140276,LOYOLA UNIVERSITY MEDICAL CENTER,2023-07-01,2024-06-30,516
141350,ST. FRANCIS HOSPITAL,2023-07-01,2024-06-30,25
141354,HSHS GOOD SHEPHERD HOSPITAL,2023-08-18,2024-06-30,25
153037,SOUTHERN INDIANA REHAB HOSPITAL,2023-07-01,2024-06-30,40
160079,MERCY MEDICAL CENTER,2023-07-01,2024-06-30,216
160112,SPENCER MUNICIPAL HOSPITAL,2023-07-01,2024-06-30,49
160124,LAKES REGIONAL HEALTHCARE,2023-07-01,2024-06-30,44
161301,IOWA SPECIALTY HOSPITAL - BELMOND,2023-07-01,2024-06-30,22
161302,IOWA SPECIALTY HOSPITAL - CLARION,2023-07-01,2024-06-30,25
161318,VETERANS MEMORIAL HOSPITAL,2023-07-01,2024-06-30,25
161321,AVERA MERRILL PIONEER HOSPITAL,2023-07-01,2024-06-30,11
161328,REGIONAL HEALTH SERVICES OF HOWARD C,2023-07-01,2024-06-30,18
161347,FLOYD COUNTY HOSPITAL,2023-07-01,2024-06-30,25
161349,VIRGINIA GAY HOSPITAL,2023-07-01,2024-06-30,25
161363,MONTGOMERY CNTY MEMORIAL HOSPITAL,2023-07-01,2024-06-30,25
161368,FLOYD VALLEY HEALTHCARE,2023-07-01,2024-06-30,25
161374,MYRTUE MEDICAL CENTER,2023-07-01,2024-06-30,25
161375,BUENA VISTA REGIONAL MEDICAL CENTER,2023-07-01,2024-06-30,25
170016,ST.FRANCIS HEALTH CENTER,2023-07-01,2024-06-30,183
170105,MCPHERSON HOSPITAL  INC.,2023-07-01,2024-06-30,37
170191,UKHS GREAT BEND CAMPUS,2023-07-01,2024-06-30,29
171307,RAWLINS COUNTY HEALTH CENTER,2023-07-01,2024-06-30,15
174006,LARNED STATE HOSPITAL,2023-07-01,2024-06-30,60
180002,WHITESBURG ARH,2023-07-01,2024-06-30,90
180005,HIGHLANDS REGIONAL MEDICAL CENTER,2023-07-01,2024-06-30,63
180017,T.J. SAMSON COMMUNITY HOSPITAL,2022-10-01,2023-09-30,112
180020,MIDDLESBORO ARH,2023-07-01,2024-06-30,46
180029,HAZARD ARH,2023-07-01,2024-06-30,103
180050,HARLAN ARH,2023-07-01,2024-06-30,56
180067,UNIVERSITY HOSPITAL,2023-07-01,2024-06-30,1129
180069,TUG VALLEY ARH,2023-07-01,2024-06-30,37
180087,TAYLOR REGIONAL HOSPITAL,2023-07-01,2024-06-30,90
180149,TJ HEALTH COLUMBIA,2022-10-01,2023-09-30,49
181307,MORGAN CO. ARH,2023-07-01,2024-06-30,25
181316,MARY BRECKINRIDGE HOSPITAL,2023-07-01,2024-06-30,25
181322,CALDWELL COUNTY HOSPITAL,2023-07-01,2024-06-30,25
181328,BARBOURVILLE ARH HOSPITAL,2023-07-01,2024-06-30,25
181331,MCDOWELL ARH,2023-07-01,2024-06-30,25
184004,EASTERN STATE HOSPITAL,2023-07-01,2024-06-30,195
184015,CENTRAL STATE HOSPITAL,2023-07-01,2024-06-30,70
190064,OUR LADY OF THE LAKE  RMC,2023-07-01,2024-06-30,647
191304,NORTH CADDO MEDICAL CENTER,2023-07-01,2024-06-30,25
210009,THE JOHNS HOPKINS HOSPITAL,2023-07-01,2024-06-30,1042
210029,JOHNS HOPKINS BAYVIEW MED. CTR.,2023-07-01,2024-06-30,417
210049,UPPER CHESAPEAKE MEDICAL CENTER,2023-07-01,2024-06-30,203
230058,MUNSON HEALTHCARE GRAYLING HOSPITAL,2023-07-01,2024-06-30,42
230093,COREWELL HEALTH BIG RAPIDS,2023-07-01,2024-06-30,49
231300,PAUL OLIVER MEMORIAL HOSPITAL,2023-07-01,2024-06-30,8
231311,DECKERVILLE COMMUNITY HOSPITAL,2023-07-01,2024-06-30,15
231330,MARLETTE REGIONAL HOSPITAL,2023-07-01,2024-06-30,25
240002,ST. MARYS MEDICAL CENTER,2023-07-01,2024-06-30,342
240019,SMDC MEDICAL CENTER,2023-07-01,2024-06-30,118
250001,UNIVERSITY OF MISSISSIPPI MEDICAL,2023-07-01,2024-06-30,759
260096,NORTH KANSAS CITY HOSPITAL,2023-07-01,2024-06-30,385
261328,NORTHWEST MEDICAL CENTER,2023-07-01,2024-06-30,25
262019,HEARTLAND LONG TERM ACUTE CARE HOSPI,2023-07-01,2024-06-30,39
271317,LIVINGSTON HEALTHCARE,2023-07-01,2024-06-30,25
271346,ROUNDUP MEMORIAL HEALTHCARE,2023-07-01,2024-06-30,25
281304,THAYER COUNTY HEALTH SERVICES,2023-07-01,2024-06-30,19
281325,BROWN COUNTY HOSPITAL,2023-07-01,2024-06-30,23
281358,GORDON MEMORIAL HOSPITAL DISTRICT,2023-07-01,2024-06-30,25
290012,ST. ROSE DOMINICAN - DELIMA,2023-07-01,2024-06-30,10
291304,PERSHING GENERAL HOSPITAL,2023-07-01,2024-06-30,13
330164,HIGHLAND HOSPITAL,2023-07-01,2024-06-30,261
341328,MURPHY MEDICAL CENTER,2023-07-01,2024-06-30,25
360006,RIVERSIDE METHODIST HOSPITAL,2023-07-01,2024-06-30,766
360008,SOUTHERN OHIO MEDICAL CENTER,2023-07-01,2024-06-30,192
360011,MARION GENERAL HOSPITAL,2023-07-01,2024-06-30,179
360012,ST. ANNS HOSPITAL,2023-07-01,2024-06-30,270
360014,OBLENESS MEMORIAL HOSPITAL,2023-07-01,2024-06-30,67
360029,WOOD COUNTY HOSPITAL,2023-07-01,2024-06-30,99
360035,MOUNT CARMEL HEALTH,2023-07-01,2024-06-30,532
360054,HOLZER,2023-07-01,2024-06-30,148
360085,THE OHIO STATE UNIVERSITY HOSPITAL,2023-07-01,2024-06-30,1010
360118,MEDCENTRAL HEALTH SYSTEM,2023-07-01,2024-06-30,240
360163,THE CHRIST HOSPITAL,2023-07-01,2024-06-30,442
360170,BERGER HOSPITAL,2023-07-01,2024-06-30,83
360185,SALEM COMMUNITY HOSPITAL,2023-07-01,2024-06-30,87
360210,GRADY MEMORIAL HOSPITAL,2023-07-01,2024-06-30,60
360242,ARTHUR G JAMES CANCER HOSPITAL,2023-07-01,2024-06-30,356
360266,MOUNT CARMEL NEW ALBANY HOSPITAL,2023-07-01,2024-06-30,60
360358,DILEY RIDGE MEDICAL CENTER,2023-07-01,2024-06-30,10
361315,HARDIN MEMORIAL HOSPITAL,2023-07-01,2024-06-30,25
361320,HOLZER MEDICAL CENTER JACKSON,2023-07-01,2024-06-30,24
361324,SHELBY MEMORIAL HOSPITAL,2023-07-01,2024-06-30,21
362015,GRACE HOSPITAL,2023-07-01,2024-06-30,17
362037,REGENCY HOSPITAL OF COLUMBUS,2023-07-01,2024-06-30,49
363037,OHIOHEALTH REHABILITATION HOSPITAL,2023-07-01,2024-06-30,114
364044,LINDNER CENTER OF HOPE,2023-07-01,2024-06-30,32
370091,SAINT FRANCIS HOSPITAL,2023-07-01,2024-06-30,903
390101,MEMORIAL HOSPITAL,2023-07-01,2024-06-30,74
390102,UPMC ST MARGARET,2023-07-01,2024-06-30,179
390107,UPMC PASSAVANT,2023-07-01,2024-06-30,366
390114,UPMC MAGEE-WOMENS HOSPITAL,2023-07-01,2024-06-30,341
390179,THE CHESTER COUNTY HOSPITAL,2023-07-01,2024-06-30,309
390233,UPMC HANOVER,2023-07-01,2024-06-30,80
424013,WILLIAM J MCCORD TREATMENT FACILITY,2023-07-01,2024-06-30,
430014,AVERA ST. LUKES,2023-07-01,2024-06-30,50
430015,AVERA ST MARYS,2023-07-01,2024-06-30,50
430048,MONUMENT HEALTH SPEARFISH HOSPITAL,2023-07-01,2024-06-30,24
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,2023-07-01,2024-06-30,53
431308,EUREKA COMMUNITY HEALTH SERVICES,2023-07-01,2024-06-30,4
431340,AVERA QUEEN OF PEACE,2023-07-01,2024-06-30,25
434003,SOUTH DAKOTA HUMAN SERVICES CENTER,2023-07-01,2024-06-30,68
444032,EAST TENNESSEE BEHAVIORAL HEALTH,2023-07-01,2024-06-30,90
450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,2023-07-01,2024-06-30,80
451364,OTTO KAISER MEMORIAL HOSPITAL,2023-07-01,2024-06-30,25
460047,ST MARKS HOSPITAL,2023-07-01,2024-06-30,275
492001,LAKE TAYLOR TRANSITIONAL CARE HOSPIT,2023-07-01,2024-06-30,104
494010,NORTHERN VIRGINIA MENTAL HEALTH INST,2023-07-01,2024-06-30,94
494029,SOUTHWESTERN VA MENTAL HLTH INST IPT,2023-07-01,2024-06-30,109
510062,BECKLEY ARH,2023-07-01,2024-06-30,57
511310,SUMMERS COUNTY ARH,2023-07-01,2024-06-30,25
511313,BOONE MEMORIAL HOSPITAL,2023-07-01,2024-06-30,25
520098,UNIVERSITY OF WI HOSPITALS & CLINICS,2023-07-01,2024-06-30,671
33029,ENCOMPASS HEALTH REHABILITATION HOSP,2023-08-01,2024-07-31,60
43301,ARKANSAS CHILDRENS NORTHWEST,2023-07-01,2024-06-30,25
50159,VENTURA COUNTY MEDICAL CENTER,2023-07-01,2024-06-30,272
50168,ST JUDE MEDICAL CENTER FULLERTON,2023-07-01,2024-06-30,290
50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2023-07-01,2024-06-30,124
50295,MERCY HOSPITAL,2023-07-01,2024-06-30,229
50308,EL CAMINO HOSPITAL,2023-07-01,2024-06-30,400
50625,CEDARS-SINAI MEDICAL CENTER,2023-07-01,2024-06-30,908
51328,TAHOE FOREST HOSPITAL,2023-07-01,2024-06-30,25
54125,SANTA BARBARA COUNTY MENTAL HEALTH,2023-07-01,2024-06-30,16
60130,UCHEALTH GRANDVIEW HOSPITAL,2023-07-01,2024-06-30,22
100307,ASCENSION ST. VINCENTS SOUTHSIDE HO,2023-07-01,2024-06-30,230
104069,WEKIVA SPRINGS CENTER  LLC,2023-07-01,2024-06-30,120
110030,PIEDMONT CARTERSVILLE MEDICAL CENTER,2023-07-01,2024-06-30,130
110164,PIEDMONT MACON MEDICAL CENTER,2023-07-01,2024-06-30,199
110192,PIEDMONT EASTSIDE MEDICAL CENTER,2023-07-01,2024-06-30,218
110200,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,2023-07-01,2024-06-30,95
123300,KAPIOLANI MED CTR FOR WOMEN & CHILDR,2023-07-01,2024-06-30,253
131303,ONEIDA COUNTY HOSPITAL,2023-07-01,2024-06-30,11
140083,LORETTO HOSPITAL,2023-07-01,2024-06-30,122
140137,GREENVILLE REGIONAL HOSPITAL,2023-07-01,2024-06-30,28
140275,GENESIS MEDICAL CENTER - SILVIS,2023-07-01,2024-06-30,145
141331,MARSHALL BROWNING HOSPITAL,2023-07-01,2024-06-30,25
141346,FAYETTE COUNTY HOSPITAL,2023-07-01,2024-06-30,25
150008,ST. CATHERINE HOSPITAL,2023-07-01,2024-06-30,122
